Year,Month,Day,Country,State,City,Latitude,Longitude,Specificity,Success,Attack,Target,Terrorist,Weapon,Killed,Wound,Property,Property Value,Ransom,Ransom Demand
2015,5,13,India,Nagaland,Changlangshu,26.420811,95.0136,1,1,Bombing/Explosion,Military,National Socialist Council of Nagaland-Khaplang (NSCN-K),Explosives,0,0,0,,,
2015,5,13,India,Jharkhand,Latehar district,23.744186,84.504429,3,1,Armed Assault,Business,Communist Party of India - Maoist (CPI-Maoist),Firearms,1,3,1,-99,,
2015,5,24,India,Chhattisgarh,Koleng,18.769489,82.036771,1,1,Assassination,Government (General),Communist Party of India - Maoist (CPI-Maoist),Firearms,1,0,0,,,
2015,5,17,India,Chhattisgarh,Bijapur district,18.79771,80.812864,3,1,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Explosives,5,2,0,,,
2015,5,16,India,Maharashtra,Kolsegudam,20.181843,80.006844,2,1,Hostage Taking (Kidnapping),Police,Maoists,Firearms,1,0,0,,0,
2015,5,17,India,Nagaland,Tuensang district,26.272945,95.073708,3,0,Armed Assault,Military,National Socialist Council of Nagaland-Khaplang (NSCN-K),Firearms,,,0,,,
2015,5,18,India,Manipur,Ukhrul district,25.094532,94.361199,3,1,Hostage Taking (Kidnapping),Private Citizens & Property,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Firearms,0,1,0,,1,225.95
2015,5,19,India,Maharashtra,Gattepalli,19.413342,80.363921,1,1,Unarmed Assault,Private Citizens & Property,Maoists,Melee,0,,0,,,
2015,5,20,India,Manipur,Kamjong,24.856503,94.511082,1,1,Bombing/Explosion,Private Citizens & Property,Manipur Naga People's Army (MNPA),Explosives,0,0,1,-99,,
2015,5,20,India,Jharkhand,Parswar,23.667519,83.840976,1,1,Armed Assault,Business,Communist Party of India - Maoist (CPI-Maoist),Firearms,0,2,1,-99,0,
2015,5,20,India,Maharashtra,Kalampur,19.19229,80.193086,1,1,Hostage Taking (Kidnapping),Police,Communist Party of India - Maoist (CPI-Maoist),Firearms,1,0,0,,0,
2015,5,21,India,Jammu and Kashmir,Shuwa,34.285891,74.461538,2,0,Armed Assault,Telecommunication,Unknown,Firearms,0,0,0,,,
2015,5,21,India,Jammu and Kashmir,Dooru,34.045268,74.732975,1,0,Armed Assault,Telecommunication,Unknown,Firearms,0,0,0,,,
2015,5,21,India,Jammu and Kashmir,Dangerpora,34.330561,74.46534,1,0,Armed Assault,Telecommunication,Unknown,Firearms,0,0,0,,,
2015,5,21,India,Manipur,Imphal,24.798346,93.94043,1,0,Bombing/Explosion,Educational Institution,Unknown,Explosives,0,0,0,,,
2015,5,22,India,Manipur,Tamenglong district,24.958193,93.500345,3,1,Armed Assault,Military,National Socialist Council of Nagaland-Khaplang (NSCN-K),Firearms,0,4,0,,,
2015,5,23,India,Jammu and Kashmir,Sopore,34.288891,74.463715,1,1,Bombing/Explosion,Telecommunication,Lashkar-e-Islam (India),Explosives,0,0,0,,,
2015,5,24,India,Manipur,Khudei Kunou,24.452649,93.979089,1,1,Hostage Taking (Kidnapping),Violent Political Party,Unknown,Unknown,0,0,0,,0,
2015,5,25,India,Jammu and Kashmir,Sopore,34.288891,74.463715,1,1,Armed Assault,Business,Lashkar-e-Islam (India),Firearms,1,2,0,,,
2015,5,25,India,Jammu and Kashmir,Kanjikul,33.72903,75.015113,1,1,Armed Assault,Military,Lashkar-e-Taiba (LeT),Firearms,2,0,0,,,
2015,5,25,India,Bihar,Gaya district,24.795452,84.999431,3,1,Facility/Infrastructure Attack,Private Citizens & Property,Maoists,Firearms,0,0,1,-99,,
2015,5,25,India,Bihar,Panapur,25.224226,83.642865,1,1,Bombing/Explosion,Telecommunication,Maoists,Explosives,0,0,1,-99,,
2015,5,25,India,Bihar,Panapur,25.22442,83.643147,1,1,Facility/Infrastructure Attack,Private Citizens & Property,Maoists,Incendiary,0,0,1,-99,,
2015,5,25,India,Kerala,Payanur,12.105069,75.205834,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,2,0,,,
2015,5,25,India,Jammu and Kashmir,Tangdhar,34.399646,73.862489,1,1,Armed Assault,Military,Hizbul Mujahideen (HM),Firearms,4,1,0,,,
2015,5,25,India,Chhattisgarh,Sukma district,18.391134,81.659273,3,0,Assassination,Private Citizens & Property,Maoists,Firearms,0,2,0,,,
2015,5,25,India,Chhattisgarh,Gondpal,18.883543,81.26437,1,1,Armed Assault,Private Citizens & Property,Maoists,Melee,1,0,0,,,
2015,5,25,India,Jharkhand,Palamu,24.128611,84.185711,2,1,Facility/Infrastructure Attack,Private Citizens & Property,Maoists,Incendiary,0,0,1,-99,,
2015,5,25,India,Jharkhand,Palamu,24.128611,84.185711,2,1,Facility/Infrastructure Attack,Telecommunication,Communist Party of India - Maoist (CPI-Maoist),Incendiary,0,0,1,-99,,
2015,5,26,India,Jammu and Kashmir,Dooru,34.045268,74.732975,1,1,Armed Assault,Private Citizens & Property,Lashkar-e-Islam (India),Firearms,1,0,0,,,
2015,5,26,India,Bihar,Kujati,24.795452,84.999431,2,1,Bombing/Explosion,Private Citizens & Property,Maoists,Explosives,1,1,1,-99,,
2015,5,25,India,Chhattisgarh,Faraspal,18.939291,81.267797,1,1,Armed Assault,Private Citizens & Property,Maoists,Melee,1,0,0,,,
2015,5,27,India,Manipur,Unknown,24.663717,93.906269,4,1,Hostage Taking (Kidnapping),Private Citizens & Property,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Unknown,0,0,1,-99,0,
2015,5,26,India,Manipur,Tamenglong district,24.988392,93.49534,3,1,Hostage Taking (Kidnapping),Private Citizens & Property,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Firearms,,,1,-99,0,
2015,5,26,India,Madhya Pradesh,Khajuri Devda,23.844004,75.50702,1,1,Assassination,Government (General),Unknown,Firearms,1,3,0,,,
2015,5,27,India,Chhattisgarh,Narayanpur district,19.723535,81.242411,3,1,Armed Assault,Police,Maoists,Explosives,0,4,0,,,
2015,5,27,India,Meghalaya,Tura,25.514071,90.203214,1,1,Bombing/Explosion,Business,Garo National Liberation Army,Explosives,0,8,1,-99,,
2015,5,27,India,Jharkhand,Bartala,24.342699,87.445176,1,1,Facility/Infrastructure Attack,Business,Maoists,Firearms,0,0,1,-99,,
2015,5,27,India,Jammu and Kashmir,Pattan,34.161541,74.553093,1,1,Armed Assault,Private Citizens & Property,Lashkar-e-Islam (India),Firearms,0,1,0,,,
2015,5,29,India,Chhattisgarh,Misma,18.256008,81.503303,1,0,Bombing/Explosion,Unknown,Maoists,Explosives,0,0,0,,,
2015,5,28,India,Meghalaya,Hajongpara,25.502474,89.956871,1,1,Hostage Taking (Kidnapping),Business,Lama Group,Unknown,0,0,0,,0,
2015,5,29,India,Nagaland,Phesama,25.626026,94.107888,1,1,Armed Assault,Military,National Socialist Council of Nagaland-Khaplang (NSCN-K),Firearms,0,1,0,,,
2015,5,29,India,Chhattisgarh,Sukma district,18.39186,81.657827,3,1,Bombing/Explosion,Police,Maoists,Explosives,1,2,0,,,
2015,5,29,India,Jammu and Kashmir,Kach Dorah,33.680737,74.881744,1,1,Armed Assault,Police,Unknown,Firearms,0,1,1,-99,,
2015,5,29,India,Jharkhand,Sugnibad,24.35187,87.139796,1,0,Bombing/Explosion,Transportation,Unknown,Explosives,0,0,0,,,
2015,5,29,India,Manipur,Senapati district,25.2727,94.0265,3,1,Hostage Taking (Kidnapping),Violent Political Party,Unknown,Unknown,0,0,0,,0,
2015,5,29,India,Uttar Pradesh,Mahlakpur,28.805845,78.688015,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,3,-9,,,
2015,5,30,India,Jammu and Kashmir,Handwara,34.399281,74.281273,1,1,Bombing/Explosion,Telecommunication,Lashkar-e-Islam (India),Explosives,0,0,1,-99,,
2015,5,30,India,Jammu and Kashmir,Sopore,34.288891,74.463715,1,1,Bombing/Explosion,Military,Unknown,Explosives,0,0,0,,,
2015,5,30,India,Chhattisgarh,Dugaiguda,18.604046,80.742672,1,1,Facility/Infrastructure Attack,Transportation,Maoists,Firearms,0,0,1,-99,,
2015,5,30,India,Jharkhand,Murki,23.988258,85.621051,1,1,Hostage Taking (Kidnapping),Business,Maoists,Incendiary,,,1,-99,0,
2015,5,30,India,Jammu and Kashmir,Akhnoor,32.90055,74.742275,2,1,Bombing/Explosion,Military,Unknown,Explosives,0,1,0,,,
2015,5,30,India,Manipur,Ukhrul,25.094532,94.361199,1,1,Hostage Taking (Kidnapping),Private Citizens & Property,National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Melee,0,1,0,,0,
2015,5,30,India,Manipur,Taningjang,24.663717,93.906269,4,1,Hostage Taking (Kidnapping),Government (General),National Socialist Council of Nagaland-Isak-Muivah (NSCN-IM),Unknown,,,0,,0,
2015,5,30,India,Manipur,Henglep,24.48338,93.52365,1,1,Facility/Infrastructure Attack,Government (General),Unknown,Unknown,0,0,1,-99,,
2015,5,31,India,Meghalaya,Sarangma,25.886562,90.794541,2,1,Armed Assault,Transportation,Achik National Cooperative Army (ANCA),Explosives,0,4,-9,,,
2015,5,31,India,Jammu and Kashmir,Tangdhar,34.399646,73.862489,1,1,Armed Assault,Military,Jaish-e-Mohammad (JeM),Explosives,5,0,-9,,,
2015,5,30,India,Assam,Lumding,25.751627,93.172876,1,1,Hostage Taking (Kidnapping),Business,Unknown,Firearms,,,1,-99,0,
2015,5,31,India,Manipur,Kholmun,24.374687,93.695924,1,1,Facility/Infrastructure Attack,Government (General),Unknown,Unknown,0,0,1,-99,,
2015,6,1,India,Manipur,Ukhrul district,25.103432,94.359717,3,1,Hostage Taking (Kidnapping),Violent Political Party,Unknown,Unknown,,,0,,0,
2015,6,1,India,Jammu and Kashmir,Srinagar,34.08374,74.789902,1,1,Bombing/Explosion,Telecommunication,Lashkar-e-Islam (India),Explosives,0,1,1,-99,,
2015,6,1,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Business,Unknown,Explosives,0,0,1,-99,,
2015,6,1,India,Jharkhand,Nawadih,23.850649,86.040233,1,0,Bombing/Explosion,Police,Maoists,Explosives,0,0,0,,,
2015,6,2,India,Meghalaya,South Garo Hills district,25.330097,90.563609,3,0,Bombing/Explosion,Police,Garo National Liberation Army,Explosives,0,0,0,,,
2015,6,2,India,Odisha,Balipeta,20.199508,85.95958,1,1,Bombing/Explosion,Military,Unknown,Explosives,0,0,0,,,
2015,6,4,India,Manipur,Moltung,24.211913,94.104948,2,1,Bombing/Explosion,Military,National Socialist Council of Nagaland-Khaplang (NSCN-K),Explosives,20,11,1,-99,,
2015,6,4,India,Maharashtra,Pune,18.52043,73.856744,1,1,Bombing/Explosion,Police,Unknown,Explosives,0,5,1,-99,,
2015,6,4,India,Chhattisgarh,Bastar,19.203677,81.934386,1,1,Bombing/Explosion,Police,Maoists,Explosives,0,1,0,,,
2015,6,4,India,Chhattisgarh,Bastar,19.203677,81.934386,1,1,Unknown,Police,Maoists,Unknown,0,1,0,,,
2015,6,6,India,Bihar,Muzaffarpur district,26.120888,85.36472,3,1,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Firearms,0,0,1,-99,,
2015,6,7,India,Arunachal Pradesh,Tirap district,26.99427,95.54073,3,0,Armed Assault,Military,National Socialist Council of Nagaland-Khaplang (NSCN-K),Firearms,0,0,0,,,
2015,6,7,India,Chhattisgarh,Sukma district,18.391134,81.659273,3,1,Unknown,Private Citizens & Property,Maoists,Unknown,1,0,0,,,
2015,6,9,India,Manipur,Kamjong,24.856503,94.511082,1,0,Armed Assault,Military,People's Liberation Army (India),Firearms,0,0,0,,,
2015,6,9,India,Arunachal Pradesh,Wakka,26.788518,95.434543,1,1,Bombing/Explosion,Unknown,National Socialist Council of Nagaland-Khaplang (NSCN-K),Explosives,2,1,0,,,
2015,6,9,India,Chhattisgarh,Pollampalli,18.184536,81.411415,1,1,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Melee,1,0,0,,0,
2015,6,9,India,Jammu and Kashmir,Sopore,34.288891,74.463715,1,1,Armed Assault,Government (General),Lashkar-e-Islam (India),Firearms,1,0,0,,,
2015,6,10,India,Manipur,Moreh,24.251281,94.301304,1,1,Bombing/Explosion,Police,National Socialist Council of Nagaland-Khaplang (NSCN-K),Explosives,0,0,1,-99,,
2015,6,10,India,Meghalaya,Bangsi Minol,25.869934,90.740006,2,1,Hostage Taking (Kidnapping),Business,Garo National Liberation Army,Firearms,0,0,0,,0,
2015,6,10,India,Jharkhand,Katkahi,23.215022,84.227692,1,1,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms,1,,0,,,
2015,6,10,India,Andhra Pradesh,Rajahmundry,17.00571,81.778668,1,1,Bombing/Explosion,Private Citizens & Property,Unknown,Explosives,0,1,1,-99,,
2015,6,10,India,Jammu and Kashmir,Shopian district,33.717003,74.836092,3,0,Assassination,Private Citizens & Property,Unknown,Firearms,0,0,0,,,
2015,6,11,India,Odisha,Ganjeipadar,18.763323,82.581805,1,1,Facility/Infrastructure Attack,Business,Communist Party of India - Maoist (CPI-Maoist),Incendiary,0,0,1,-99,,
2015,6,11,India,Nagaland,Pokhmgri,25.703187,94.461741,2,1,Hostage Taking (Kidnapping),Private Citizens & Property,National Socialist Council of Nagaland-Khaplang (NSCN-K),Unknown,,,0,,0,
2015,6,12,India,Chhattisgarh,Sukma district,18.391134,81.659273,3,1,Armed Assault,Police,Maoists,Firearms,0,1,0,,,
2015,6,12,India,Chhattisgarh,Gadgadmeta,18.340368,81.18164,2,1,Bombing/Explosion,Police,Maoists,Explosives,0,1,0,,,
2015,6,12,India,Jammu and Kashmir,Bomai,34.365395,74.389536,1,1,Armed Assault,Business,Hizbul Mujahideen (HM),Firearms,1,0,0,,,
2015,6,12,India,Meghalaya,Nangalbibra,25.509695,90.409414,2,1,Hostage Taking (Kidnapping),Business,Unknown,Unknown,,,0,,0,
2015,6,12,India,Meghalaya,Purakhasia,25.302061,90.048965,2,1,Hostage Taking (Kidnapping),Educational Institution,Unknown,Unknown,,,0,,0,
2015,6,12,India,Odisha,Telenpali,22.170443,83.66011,1,1,Facility/Infrastructure Attack,Business,Maoists,Incendiary,0,0,1,-99,,
2015,6,12,India,Andhra Pradesh,Peteru,16.039663,80.839163,1,1,Unknown,Private Citizens & Property,Maoists,Unknown,1,0,0,,,
2015,6,12,India,Chhattisgarh,Bijapur district,18.79771,80.812864,3,0,Armed Assault,Police,Communist Party of India - Maoist (CPI-Maoist),Firearms,3,0,0,,,
2015,6,13,India,Chhattisgarh,Bastar district,19.203677,81.934386,3,1,Bombing/Explosion,Government (General),Unknown,Explosives,0,0,-9,,,
2015,6,14,India,Jammu and Kashmir,Sopore,34.288891,74.463715,1,1,Armed Assault,Private Citizens & Property,Hizbul Mujahideen (HM),Firearms,1,0,0,,,
2015,6,15,India,Jammu and Kashmir,Mundji,34.360769,74.473811,1,1,Armed Assault,Private Citizens & Property,Lashkar-e-Islam (India),Firearms,1,0,0,,,
2015,6,15,India,Manipur,Ukhrul,25.094431,94.361036,1,1,Hostage Taking (Kidnapping),Violent Political Party,Unknown,Firearms,0,5,0,,0,
2015,6,15,India,Chhattisgarh,Bijapur district,18.872964,80.715734,3,1,Hostage Taking (Kidnapping),Police,Communist Party of India - Maoist (CPI-Maoist),Unknown,1,0,0,,0,
2015,6,16,India,Odisha,Kalahandi district,19.913736,83.1649,3,1,Hostage Taking (Kidnapping),Religious Figures/Institutions,Maoists,Firearms,1,0,0,,0,
2015,6,16,India,Jammu and Kashmir,Bijbehara,33.789497,75.103386,1,1,Armed Assault,Police,Unknown,Firearms,1,0,0,,,
2015,6,16,India,Odisha,Lathore,20.654336,82.796725,2,1,Facility/Infrastructure Attack,Business,Maoists,Incendiary,0,0,1,-99,,
2015,6,17,India,Jammu and Kashmir,Tarzoo Sopore,34.269413,74.499481,1,0,Assassination,Private Citizens & Property,Unknown,Firearms,0,0,0,,,
2015,6,16,India,Jammu and Kashmir,Sopore,34.288891,74.463715,1,1,Bombing/Explosion,Telecommunication,Unknown,Explosives,0,0,0,,,
2015,6,17,India,Jharkhand,Mahuatoli,23.220754,84.246319,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2015,6,18,India,Meghalaya,Shillong,25.594153,91.882289,1,1,Hostage Taking (Kidnapping),Private Citizens & Property,Hynniewtrep National Liberation Council (HNLC),Unknown,0,0,0,,0,
2015,6,18,India,Assam,Udalguri district,26.746018,92.095943,3,1,Hostage Taking (Kidnapping),Journalists & Media,National Democratic Front of Bodoland (NDFB),Firearms,0,1,0,,0,
2015,6,18,India,Meghalaya,Damas,25.942004,90.731898,1,1,Bombing/Explosion,Business,A'chik Matgrik Elite Force (AMEF),Explosives,0,0,1,-99,,
2015,6,20,India,Chhattisgarh,Chintalnar,18.340368,81.18164,1,1,Armed Assault,Police,Maoists,Firearms,1,2,0,,,
2015,6,20,India,Jammu and Kashmir,Sopore district,34.285858,74.461454,3,1,Bombing/Explosion,Police,Lashkar-e-Taiba (LeT),Explosives,1,6,1,-99,,
2015,6,20,India,West Bengal,Kolkata,22.551729,88.352341,1,1,Bombing/Explosion,Educational Institution,Unknown,Explosives,0,1,-9,,,
2015,6,20,India,Assam,Jalukbari,26.144358,91.64207,1,0,Bombing/Explosion,Unknown,United Liberation Front of Assam (ULFA),Explosives,0,0,0,,,
2015,6,22,India,Bihar,Nawada district,24.886545,85.542896,3,1,Hostage Taking (Kidnapping),Private Citizens & Property,Maoists,Firearms,0,1,0,,0,
2015,6,22,India,Jammu and Kashmir,Baramulla district,34.211475,74.343896,3,1,Bombing/Explosion,Government (General),Unknown,Explosives,0,3,1,-99,,
2015,6,22,India,Assam,Dhekiajuli,26.701586,92.477843,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2015,6,23,India,Jharkhand,Chhipadohar,23.815092,84.199699,1,1,Bombing/Explosion,Transportation,Maoists,Explosives,0,0,1,-99,,
2015,6,23,India,Andhra Pradesh,Moyyalagummi,18.169601,82.471405,1,1,Facility/Infrastructure Attack,Business,Maoists,Incendiary,0,0,1,-99,,
2015,6,26,India,West Bengal,Purulia district,23.332078,86.365208,3,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2015,6,26,India,Manipur,Imphal,24.798346,93.94043,1,1,Bombing/Explosion,Police,Unknown,Explosives,0,1,1,-99,,
2015,6,26,India,Manipur,Imphal,24.798346,93.94043,1,0,Bombing/Explosion,Educational Institution,Unknown,Explosives,0,0,0,,,
2015,6,26,India,Nagaland,Kohima,25.6701,94.1077,1,1,Bombing/Explosion,Transportation,Unknown,Explosives,0,0,1,-99,,
2015,6,27,India,Nagaland,Dimapur,25.906034,93.733909,1,1,Bombing/Explosion,Business,Unknown,Explosives,2,2,-9,,,
2015,6,28,India,Meghalaya,Waribokgre,25.641894,90.347126,1,1,Hostage Taking (Kidnapping),Private Citizens & Property,Garo National Liberation Army,Melee,1,0,0,,1,7557.45
2015,6,29,India,Chhattisgarh,Gundahur,20.208079,81.229706,2,0,Bombing/Explosion,Unknown,Maoists,Explosives,0,0,0,,,
2015,6,30,India,Assam,Gauripur,26.091634,89.965522,1,0,Bombing/Explosion,Transportation,Unknown,Explosives,0,0,0,,,
2015,6,30,India,Uttar Pradesh,Bhumma,29.262958,77.938764,1,1,Bombing/Explosion,Religious Figures/Institutions,Unknown,Explosives,0,1,-9,,,
2015,6,30,India,Odisha,Chintamchilika,18.350142,81.887401,2,0,Hostage Taking (Barricade Incident),Private Citizens & Property,Maoists,Unknown,1,0,0,,0,
2015,7,1,India,Odisha,Dhuliput,20.937726,85.089076,2,1,Unarmed Assault,Private Citizens & Property,Maoists,Melee,1,0,0,,0,
2015,7,1,India,Jammu and Kashmir,Wagum,33.951609,74.746673,1,1,Armed Assault,Government (General),Unknown,Firearms,1,0,0,,,
2015,7,2,India,Madhya Pradesh,Bhojpur,23.099165,77.57842,1,0,Bombing/Explosion,Police,Unknown,Explosives,0,0,0,,,
2015,7,3,India,Meghalaya,Dalu,25.208508,90.230623,1,1,Armed Assault,Private Citizens & Property,Garo National Liberation Army,Firearms,0,0,1,-99,,
2015,7,3,India,Manipur,Torbung,24.429694,93.719597,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2015,7,3,India,Assam,Sirajuli,26.684558,92.530362,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2015,7,4,India,Manipur,Keibi Heikak Mapal,24.877012,94.031311,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2015,7,7,India,Jammu and Kashmir,Sopore,34.288891,74.463715,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2015,7,9,India,Bihar,Jamui district,24.766141,86.343609,3,1,Hostage Taking (Kidnapping),Educational Institution,Maoists,Firearms,0,1,0,,0,
2015,7,9,India,Nagaland,Unknown,26.162376,94.566282,4,1,Hostage Taking (Kidnapping),Private Citizens & Property,National Socialist Council of Nagaland-Khole-Kitovi (NSCN-KK),Melee,0,0,0,,0,
2015,7,9,India,Jammu and Kashmir,Shopian,33.721287,74.831062,1,1,Armed Assault,Police,Hizbul Mujahideen (HM),Firearms,0,1,0,,,
2015,7,10,India,Chhattisgarh,Dornapal,18.153452,81.508949,1,1,Hostage Taking (Kidnapping),Police,Maoists,Melee,,,0,,0,
2015,7,10,India,Jharkhand,Chainpur,24.014978,84.025986,1,1,Bombing/Explosion,Government (General),Maoists,Explosives,0,0,1,-99,,
2015,7,10,India,Jharkhand,Chainpur,24.014978,84.025986,1,1,Bombing/Explosion,Government (General),Maoists,Explosives,0,0,1,-99,,
2015,7,10,India,Jharkhand,Chainpur,24.013591,86.070989,1,1,Bombing/Explosion,Government (General),Maoists,Explosives,0,0,1,-99,,
2015,7,11,India,Assam,Singra,26.336166,91.649353,1,0,Bombing/Explosion,Unknown,Unknown,Explosives,0,0,0,,,
2015,7,13,India,Chhattisgarh,Kutru,19.081216,80.808598,1,1,Hostage Taking (Kidnapping),Police,Communist Party of India - Maoist (CPI-Maoist),Melee,4,0,0,,0,
2015,7,13,India,Chhattisgarh,Timilwada,18.393021,81.660051,2,1,Bombing/Explosion,Police,Maoists,Explosives,0,2,0,,,
2015,7,13,India,Tamil Nadu,Sivagangai district,9.972228,78.563782,3,0,Armed Assault,Violent Political Party,Unknown,Incendiary,0,0,0,,,
2015,7,14,India,Assam,Bijuliban,27.567517,95.625397,2,1,Armed Assault,Private Citizens & Property,United Liberation Front of Assam (ULFA),Firearms,2,3,0,,,
2015,7,14,India,Jammu and Kashmir,Shopian,33.721287,74.831062,1,1,Armed Assault,Government (General),Unknown,Firearms,0,1,0,,,
2015,7,14,India,Jammu and Kashmir,Pattan,34.161541,74.553093,1,1,Bombing/Explosion,Telecommunication,Unknown,Explosives,0,0,1,-99,,
2015,7,14,India,Jammu and Kashmir,Pattan,34.161541,74.553093,1,0,Bombing/Explosion,Telecommunication,Unknown,Explosives,0,0,0,,,
2015,7,14,India,Jammu and Kashmir,Pattan,34.161541,74.553093,1,1,Bombing/Explosion,Police,Unknown,Explosives,0,0,1,-99,,
